time,P,I,D,ds,left speed,right speed
248,-0.520909,-0.000033,-1.220881,-1.741823,0.258177,3.741823
249,-0.440455,-0.000062,0.188565,-0.251951,1.748049,2.251951
250,-0.466364,-0.000091,-0.060724,-0.527179,1.472821,2.527179
251,-0.388636,-0.000116,0.182173,-0.206579,1.793421,2.206579
252,-0.317727,-0.000137,0.166193,-0.151671,1.848329,2.151671
253,-0.346364,-0.000159,-0.067116,-0.413639,1.586361,2.413639
254,-0.298636,-0.000178,0.111861,-0.186953,1.813047,2.186953
255,-0.163636,-0.000188,0.316406,0.152582,2.152582,1.847418
256,-0.199091,-0.000201,-0.083097,-0.282389,1.717611,2.282389
257,-0.267273,-0.000218,-0.159801,-0.427292,1.572708,2.427292
258,-0.162273,-0.000229,0.246094,0.083592,2.083592,1.916408
259,-0.137727,-0.000237,0.057528,-0.080436,1.919564,2.080436
260,-0.152727,-0.000247,-0.035156,-0.188131,1.811869,2.188131
261,-0.047727,-0.000250,0.246094,0.198116,2.198116,1.801884
262,-0.076364,-0.000255,-0.067116,-0.143735,1.856265,2.143735
263,-0.038182,-0.000258,0.089489,0.051049,2.051049,1.948951
264,-0.136364,-0.000266,-0.230114,-0.366744,1.633256,2.366744
265,-0.110455,-0.000273,0.060724,-0.050003,1.949997,2.050003
266,-0.122727,-0.000281,-0.028764,-0.151773,1.848227,2.151773
267,-0.091364,-0.000287,0.073509,-0.018142,1.981858,2.018142
268,-0.061364,-0.000291,0.070313,0.008658,2.008658,1.991342
269,0.032727,-0.000289,0.220526,0.252964,2.252964,1.747036
270,0.032727,-0.000287,0.000000,0.032440,2.032440,1.967560
271,-0.004091,-0.000287,-0.086293,-0.090671,1.909329,2.090671
272,0.115909,-0.000280,0.281250,0.396879,2.396879,1.603121
273,-0.054545,-0.000283,-0.399503,-0.454331,1.545669,2.454331
274,0.117273,-0.000276,0.402699,0.519696,2.519696,1.480304
275,0.130909,-0.000267,0.031960,0.162602,2.162602,1.837398
276,0.154091,-0.000257,0.054332,0.208166,2.208166,1.791834
277,0.076364,-0.000252,-0.182173,-0.106062,1.893938,2.106062
278,0.140455,-0.000243,0.150213,0.290424,2.290424,1.709576
279,0.043636,-0.000241,-0.226918,-0.183522,1.816478,2.183522
280,0.047727,-0.000238,0.009588,0.057078,2.057078,1.942922
281,0.166364,-0.000227,0.278054,0.444191,2.444191,1.555809
282,0.178636,-0.000216,0.028764,0.207185,2.207185,1.792815
283,0.096818,-0.000209,-0.191761,-0.095153,1.904847,2.095153
284,0.139091,-0.000200,0.099077,0.237967,2.237967,1.762033
285,0.106364,-0.000194,-0.076705,0.029465,2.029465,1.970535
286,0.000000,-0.000194,-0.249290,-0.249483,1.750517,2.249483
287,0.034091,-0.000191,0.079901,0.113800,2.113800,1.886200
288,0.057273,-0.000188,0.054332,0.111417,2.111417,1.888583
289,0.055909,-0.000184,-0.003196,0.052529,2.052529,1.947471
290,0.105000,-0.000178,0.115057,0.219879,2.219879,1.780121
291,-0.087273,-0.000183,-0.450639,-0.538095,1.461905,2.538095
292,-0.005455,-0.000183,0.191761,0.186123,2.186123,1.813877
293,0.069545,-0.000179,0.175781,0.245148,2.245148,1.754852
294,0.000000,-0.000179,-0.162997,-0.163176,1.836824,2.163176
295,-0.046364,-0.000182,-0.108665,-0.155210,1.844790,2.155210
296,0.023182,-0.000180,0.162997,0.185998,2.185998,1.814002
297,0.030000,-0.000179,0.015980,0.045802,2.045802,1.954198
298,-0.132273,-0.000187,-0.380327,-0.512786,1.487214,2.512786
299,0.008182,-0.000187,0.329190,0.337186,2.337186,1.662814
300,0.020455,-0.000185,0.028764,0.049034,2.049034,1.950966
301,0.015000,-0.000184,-0.012784,0.002032,2.002032,1.997968
302,0.001364,-0.000184,-0.031960,-0.030781,1.969219,2.030781
303,0.057273,-0.000180,0.131037,0.188129,2.188129,1.811871
304,-0.090000,-0.000186,-0.345170,-0.435357,1.564643,2.435357
305,0.035455,-0.000184,0.294034,0.329305,2.329305,1.670695
306,-0.030000,-0.000186,-0.153409,-0.183595,1.816405,2.183595
307,-0.096818,-0.000192,-0.156605,-0.253615,1.746385,2.253615
308,-0.080455,-0.000197,0.038352,-0.042300,1.957700,2.042300
309,0.098182,-0.000191,0.418679,0.516670,2.516670,1.483330
310,-0.079091,-0.000196,-0.415483,-0.494770,1.505230,2.494770
311,-0.055909,-0.000200,0.054332,-0.001776,1.998224,2.001776
312,-0.009545,-0.000200,0.108665,0.098919,2.098919,1.901081
313,-0.027273,-0.000202,-0.041548,-0.069023,1.930977,2.069023
314,-0.077727,-0.000207,-0.118253,-0.196187,1.803813,2.196187
315,0.001364,-0.000207,0.185369,0.186526,2.186526,1.813474
316,-0.080455,-0.000212,-0.191761,-0.272428,1.727572,2.272428
317,-0.049091,-0.000215,0.073509,0.024202,2.024202,1.975798
318,-0.050455,-0.000218,-0.003196,-0.053869,1.946131,2.053869
319,0.002727,-0.000218,0.124645,0.127154,2.127154,1.872846
320,-0.025909,-0.000220,-0.067116,-0.093245,1.906755,2.093245
321,0.023182,-0.000218,0.115057,0.138020,2.138020,1.861980
322,-0.016364,-0.000219,-0.092685,-0.109268,1.890732,2.109268
323,-0.072273,-0.000224,-0.131037,-0.203534,1.796466,2.203534
324,-0.001364,-0.000224,0.166193,0.164605,2.164605,1.835395
325,0.091364,-0.000218,0.217330,0.308475,2.308475,1.691525
326,-0.016364,-0.000219,-0.252486,-0.269069,1.730931,2.269069
327,0.035455,-0.000217,0.121449,0.156686,2.156686,1.843314
328,0.079091,-0.000212,0.102273,0.181152,2.181152,1.818848
329,0.049091,-0.000209,-0.070313,-0.021430,1.978570,2.021430
330,0.072273,-0.000204,0.054332,0.126401,2.126401,1.873599
331,0.107727,-0.000197,0.083097,0.190627,2.190627,1.809373
332,0.088636,-0.000192,-0.044744,0.043700,2.043700,1.956300
333,0.177273,-0.000180,0.207741,0.384834,2.384834,1.615166
334,0.065455,-0.000176,-0.262074,-0.196795,1.803205,2.196795
335,0.016364,-0.000175,-0.115057,-0.098868,1.901132,2.098868
336,0.032727,-0.000173,0.038352,0.070907,2.070907,1.929093
337,0.107727,-0.000166,0.175781,0.283342,2.283342,1.716658
338,0.124091,-0.000158,0.038352,0.162285,2.162285,1.837715
356,-0.141818,-0.000167,-0.623224,-0.765210,1.234790,2.765210
357,-0.207273,-0.000180,-0.153409,-0.360862,1.639138,2.360862
358,-0.113182,-0.000188,0.220526,0.107156,2.107156,1.892844
359,-0.105000,-0.000194,0.019176,-0.086018,1.913982,2.086018
360,0.039545,-0.000192,0.338778,0.378132,2.378132,1.621868
361,-0.160909,-0.000202,-0.469815,-0.630927,1.369073,2.630927
362,-0.012273,-0.000203,0.348366,0.335891,2.335891,1.664109
363,0.012273,-0.000202,0.057528,0.069599,2.069599,1.930401
364,-0.038182,-0.000205,-0.118253,-0.156639,1.843361,2.156639
365,0.025909,-0.000203,0.150213,0.175919,2.175919,1.824081
366,-0.010909,-0.000204,-0.086293,-0.097405,1.902595,2.097405
367,0.061364,-0.000200,0.169389,0.230553,2.230553,1.769447
368,-0.050455,-0.000203,-0.262074,-0.312731,1.687269,2.312731
369,0.035455,-0.000201,0.201349,0.236603,2.236603,1.763397
370,0.180000,-0.000189,0.338778,0.518589,2.518589,1.481411
371,0.032727,-0.000187,-0.345170,-0.312630,1.687370,2.312630
372,0.039545,-0.000185,0.015980,0.055341,2.055341,1.944659
373,0.147273,-0.000175,0.252486,0.399583,2.399583,1.600417
374,0.001364,-0.000175,-0.341974,-0.340786,1.659214,2.340786
375,0.047727,-0.000172,0.108665,0.156220,2.156220,1.843780
376,0.073636,-0.000167,0.060724,0.134193,2.134193,1.865807
377,0.128182,-0.000159,0.127841,0.255864,2.255864,1.744136
378,0.040909,-0.000156,-0.204545,-0.163793,1.836207,2.163793
379,0.047727,-0.000153,0.015980,0.063554,2.063554,1.936446
380,-0.039545,-0.000156,-0.204545,-0.244247,1.755753,2.244247
381,0.009545,-0.000155,0.115057,0.124447,2.124447,1.875553
382,0.069545,-0.000151,0.140625,0.210020,2.210020,1.789980
383,0.109091,-0.000144,0.092685,0.201632,2.201632,1.798368
384,0.036818,-0.000142,-0.169389,-0.132713,1.867287,2.132713
385,0.039545,-0.000139,0.006392,0.045798,2.045798,1.954202
386,0.028636,-0.000137,-0.025568,0.002931,2.002931,1.997069
387,0.013636,-0.000136,-0.035156,-0.021656,1.978344,2.021656
388,0.061364,-0.000132,0.111861,0.173092,2.173092,1.826908
389,-0.080455,-0.000138,-0.332386,-0.412978,1.587022,2.412978
390,-0.016364,-0.000139,0.150213,0.133711,2.133711,1.866289
391,0.030000,-0.000137,0.108665,0.138528,2.138528,1.861472
392,0.073636,-0.000132,0.102273,0.175777,2.175777,1.824223
393,0.031364,-0.000130,-0.099077,-0.067843,1.932157,2.067843
394,0.038182,-0.000128,0.015980,0.054034,2.054034,1.945966
395,0.027273,-0.000126,-0.025568,0.001579,2.001579,1.998421
396,-0.024545,-0.000127,-0.121449,-0.146122,1.853878,2.146122
397,-0.046364,-0.000130,-0.051136,-0.097630,1.902370,2.097630
398,-0.008182,-0.000131,0.089489,0.081176,2.081176,1.918824
399,0.009545,-0.000130,0.041548,0.050964,2.050964,1.949036
400,-0.043636,-0.000133,-0.124645,-0.168414,1.831586,2.168414
401,-0.062727,-0.000137,-0.044744,-0.107609,1.892391,2.107609
402,-0.060000,-0.000141,0.006392,-0.053749,1.946251,2.053749
403,0.008182,-0.000140,0.159801,0.167843,2.167843,1.832157
404,-0.047727,-0.000143,-0.131037,-0.178908,1.821092,2.178908
405,-0.021818,-0.000145,0.060724,0.038761,2.038761,1.961239
406,-0.015000,-0.000146,0.015980,0.000834,2.000834,1.999166
407,0.035455,-0.000143,0.118253,0.153564,2.153564,1.846436
408,-0.010909,-0.000144,-0.108665,-0.119718,1.880282,2.119718
409,0.040909,-0.000142,0.121449,0.162216,2.162216,1.837784
410,-0.002727,-0.000142,-0.102273,-0.105142,1.894858,2.105142
411,-0.066818,-0.000146,-0.150213,-0.217177,1.782823,2.217177
412,0.061364,-0.000142,0.300426,0.361648,2.361648,1.638352
413,-0.070909,-0.000147,-0.310014,-0.381070,1.618930,2.381070
414,0.025909,-0.000145,0.226918,0.252682,2.252682,1.747318
415,-0.025909,-0.000147,-0.121449,-0.147505,1.852495,2.147505
416,0.046364,-0.000144,0.169389,0.215609,2.215609,1.784391
417,0.023182,-0.000142,-0.054332,-0.031293,1.968707,2.031293
418,-0.020455,-0.000143,-0.102273,-0.122871,1.877129,2.122871
419,-0.055909,-0.000147,-0.083097,-0.139153,1.860847,2.139153
420,-0.025909,-0.000149,0.070313,0.044255,2.044255,1.955745
421,-0.031364,-0.000151,-0.012784,-0.044298,1.955702,2.044298
422,0.001364,-0.000151,0.076705,0.077918,2.077918,1.922082
423,-0.016364,-0.000152,-0.041548,-0.058064,1.941936,2.058064
424,0.024545,-0.000150,0.095881,0.120276,2.120276,1.879724
425,0.103636,-0.000143,0.185369,0.288862,2.288862,1.711138
426,-0.025909,-0.000145,-0.303622,-0.329676,1.670324,2.329676
427,-0.051818,-0.000148,-0.060724,-0.112691,1.887309,2.112691
428,0.114545,-0.000141,0.389915,0.504319,2.504319,1.495681
429,-0.025909,-0.000143,-0.329190,-0.355242,1.644758,2.355242
430,-0.047727,-0.000146,-0.051136,-0.099009,1.900991,2.099009
431,0.019091,-0.000145,0.156605,0.175551,2.175551,1.824449
432,-0.079091,-0.000150,-0.230114,-0.309354,1.690646,2.309354
433,0.061364,-0.000146,0.329190,0.390408,2.390408,1.609592
434,-0.072273,-0.000150,-0.313210,-0.385633,1.614367,2.385633
435,0.025909,-0.000149,0.230114,0.255874,2.255874,1.744126
436,0.028636,-0.000147,0.006392,0.034882,2.034882,1.965118
437,0.012273,-0.000146,-0.038352,-0.026226,1.973774,2.026226
438,-0.009545,-0.000147,-0.051136,-0.060829,1.939171,2.060829
439,0.025909,-0.000145,0.083097,0.108861,2.108861,1.891139
440,-0.144545,-0.000154,-0.399503,-0.544203,1.455797,2.544203
441,0.027273,-0.000153,0.402699,0.429819,2.429819,1.570181
442,0.075000,-0.000148,0.111861,0.186713,2.186713,1.813287
443,-0.117273,-0.000155,-0.450639,-0.568067,1.431933,2.568067
444,0.099545,-0.000149,0.508168,0.607564,2.607564,1.392436
445,0.004091,-0.000149,-0.223722,-0.219779,1.780221,2.219779
446,0.083182,-0.000143,0.185369,0.268408,2.268408,1.731592
447,0.039545,-0.000141,-0.102273,-0.062868,1.937132,2.062868
448,0.049091,-0.000138,0.022372,0.071325,2.071325,1.928675
449,-0.027273,-0.000139,-0.178977,-0.206389,1.793611,2.206389
450,0.006818,-0.000139,0.079901,0.086580,2.086580,1.913420
451,0.028636,-0.000137,0.051136,0.079636,2.079636,1.920364
452,-0.031364,-0.000139,-0.140625,-0.172128,1.827872,2.172128
453,0.038182,-0.000137,0.162997,0.201042,2.201042,1.798958
454,0.066818,-0.000132,0.067116,0.133802,2.133802,1.866198
455,-0.028636,-0.000134,-0.223722,-0.252492,1.747508,2.252492
456,0.070909,-0.000130,0.233310,0.304089,2.304089,1.695911
457,-0.050455,-0.000133,-0.284446,-0.335033,1.664967,2.335033
458,0.015000,-0.000132,0.153409,0.168277,2.168277,1.831723
459,-0.079091,-0.000137,-0.220526,-0.299753,1.700247,2.299753
460,-0.012273,-0.000138,0.156605,0.144195,2.144195,1.855805
461,-0.038182,-0.000140,-0.060724,-0.099046,1.900954,2.099046
462,0.019091,-0.000139,0.134233,0.153185,2.153185,1.846815
463,-0.060000,-0.000143,-0.185369,-0.245512,1.754488,2.245512
464,-0.024545,-0.000144,0.083097,0.058407,2.058407,1.941593
465,-0.021818,-0.000146,0.006392,-0.015572,1.984428,2.015572
466,-0.010909,-0.000147,0.025568,0.014513,2.014513,1.985487
467,0.066818,-0.000142,0.182173,0.248849,2.248849,1.751151
468,0.042273,-0.000140,-0.057528,-0.015395,1.984605,2.015395
469,-0.114545,-0.000147,-0.367543,-0.482235,1.517765,2.482235
470,-0.030000,-0.000149,0.198153,0.168005,2.168005,1.831995
471,0.040909,-0.000146,0.166193,0.206956,2.206956,1.793044
472,0.005455,-0.000146,-0.083097,-0.077788,1.922212,2.077788
473,-0.076364,-0.000151,-0.191761,-0.268276,1.731724,2.268276
474,0.075000,-0.000146,0.354759,0.429613,2.429613,1.570387
475,-0.050455,-0.000149,-0.294034,-0.344638,1.655362,2.344638
476,0.042273,-0.000146,0.217330,0.259456,2.259456,1.740544
477,0.025909,-0.000145,-0.038352,-0.012588,1.987412,2.012588
478,-0.171818,-0.000156,-0.463423,-0.635397,1.364603,2.635397
479,0.051818,-0.000152,0.524148,0.575813,2.575813,1.424187
480,0.001364,-0.000152,-0.118253,-0.117042,1.882958,2.117042
481,-0.051818,-0.000156,-0.124645,-0.176619,1.823381,2.176619
482,0.057273,-0.000152,0.255682,0.312803,2.312803,1.687197
483,0.060000,-0.000148,0.006392,0.066244,2.066244,1.933756
484,0.100909,-0.000142,0.095881,0.196648,2.196648,1.803352
485,0.002727,-0.000142,-0.230114,-0.227528,1.772472,2.227528
486,0.030000,-0.000140,0.063920,0.093781,2.093781,1.906219
487,-0.045000,-0.000143,-0.175781,-0.220924,1.779076,2.220924
488,0.113182,-0.000135,0.370739,0.483785,2.483785,1.516215
489,-0.024545,-0.000137,-0.322798,-0.347481,1.652519,2.347481
490,0.076364,-0.000132,0.236506,0.312737,2.312737,1.687263
491,-0.010909,-0.000133,-0.204545,-0.215587,1.784413,2.215587
492,-0.159545,-0.000143,-0.348366,-0.508055,1.491945,2.508055
493,-0.032727,-0.000145,0.297230,0.264358,2.264358,1.735642
494,-0.077727,-0.000150,-0.105469,-0.183346,1.816654,2.183346
495,0.068182,-0.000146,0.341974,0.410011,2.410011,1.589989
496,-0.024545,-0.000147,-0.217330,-0.242022,1.757978,2.242022
497,0.023182,-0.000146,0.111861,0.134897,2.134897,1.865103
498,0.006818,-0.000145,-0.038352,-0.031679,1.968321,2.031679
499,-0.051818,-0.000149,-0.137429,-0.189396,1.810604,2.189396
500,-0.008182,-0.000149,0.102273,0.093942,2.093942,1.906058
501,-0.016364,-0.000150,-0.019176,-0.035690,1.964310,2.035690
502,0.049091,-0.000147,0.153409,0.202353,2.202353,1.797647
503,0.055909,-0.000143,0.015980,0.071746,2.071746,1.928254
504,-0.064091,-0.000147,-0.281250,-0.345488,1.654512,2.345488
505,0.118636,-0.000140,0.428267,0.546764,2.546764,1.453236
506,-0.017727,-0.000141,-0.319602,-0.337471,1.662529,2.337471
507,0.028636,-0.000139,0.108665,0.137162,2.137162,1.862838
508,-0.031364,-0.000141,-0.140625,-0.172130,1.827870,2.172130
509,0.009545,-0.000141,0.095881,0.105286,2.105286,1.894714
510,0.034091,-0.000138,0.057528,0.091481,2.091481,1.908519
511,-0.002727,-0.000139,-0.086293,-0.089158,1.910842,2.089158
512,-0.045000,-0.000141,-0.099077,-0.144218,1.855782,2.144218
513,0.024545,-0.000140,0.162997,0.187403,2.187403,1.812597
514,0.006818,-0.000139,-0.041548,-0.034870,1.965130,2.034870
515,-0.024545,-0.000141,-0.073509,-0.098195,1.901805,2.098195
516,0.051818,-0.000138,0.178977,0.230658,2.230658,1.769342
517,-0.035455,-0.000140,-0.204545,-0.240140,1.759860,2.240140
518,-0.070909,-0.000145,-0.083097,-0.154150,1.845850,2.154150
519,-0.021818,-0.000146,0.115057,0.093093,2.093093,1.906907
520,-0.046364,-0.000149,-0.057528,-0.104041,1.895959,2.104041
521,-0.109091,-0.000156,-0.147017,-0.256264,1.743736,2.256264
522,0.016364,-0.000155,0.294034,0.310243,2.310243,1.689757
523,-0.006818,-0.000155,-0.054332,-0.061306,1.938694,2.061306
524,-0.128182,-0.000163,-0.284446,-0.412791,1.587209,2.412791
525,0.111818,-0.000156,0.562500,0.674162,2.674162,1.325838
526,0.028636,-0.000154,-0.194957,-0.166475,1.833525,2.166475
527,-0.070909,-0.000159,-0.233310,-0.304378,1.695622,2.304378
528,0.010909,-0.000158,0.191761,0.202512,2.202512,1.797488
529,0.178636,-0.000147,0.393111,0.571600,2.571600,1.428400
530,0.024545,-0.000145,-0.361151,-0.336750,1.663250,2.336750
531,0.057273,-0.000142,0.076705,0.133836,2.133836,1.866164
532,-0.028636,-0.000143,-0.201349,-0.230129,1.769871,2.230129
533,0.051818,-0.000140,0.188565,0.240243,2.240243,1.759757
534,-0.113182,-0.000147,-0.386719,-0.500048,1.499952,2.500048
535,0.055909,-0.000144,0.396307,0.452072,2.452072,1.547928
536,-0.010909,-0.000145,-0.156605,-0.167659,1.832341,2.167659
537,0.042273,-0.000142,0.124645,0.166776,2.166776,1.833224
538,-0.090000,-0.000148,-0.310014,-0.400162,1.599838,2.400162
539,0.103636,-0.000141,0.453835,0.557331,2.557331,1.442669
540,0.088636,-0.000135,-0.035156,0.053345,2.053345,1.946655
541,-0.080455,-0.000140,-0.396307,-0.476902,1.523098,2.476902
542,0.055909,-0.000137,0.319602,0.375375,2.375375,1.624625
543,-0.040909,-0.000139,-0.226918,-0.267966,1.732034,2.267966
544,0.068182,-0.000135,0.255682,0.323729,2.323729,1.676271
545,0.032727,-0.000133,-0.083097,-0.050502,1.949498,2.050502
546,0.034091,-0.000131,0.003196,0.037156,2.037156,1.962844
547,-0.050455,-0.000134,-0.198153,-0.248742,1.751258,2.248742
548,0.010909,-0.000133,0.143821,0.154597,2.154597,1.845403
549,0.043636,-0.000131,0.076705,0.120210,2.120210,1.879790
550,-0.012273,-0.000131,-0.131037,-0.143441,1.856559,2.143441
551,0.001364,-0.000131,0.031960,0.033193,2.033193,1.966807
552,-0.006818,-0.000132,-0.019176,-0.026126,1.973874,2.026126
553,0.099545,-0.000125,0.249290,0.348710,2.348710,1.651290
554,-0.032727,-0.000127,-0.310014,-0.342869,1.657131,2.342869
555,-0.049091,-0.000131,-0.038352,-0.087574,1.912426,2.087574
556,-0.058636,-0.000134,-0.022372,-0.081143,1.918857,2.081143
557,-0.013636,-0.000135,0.105469,0.091697,2.091697,1.908303
558,0.000000,-0.000135,0.031960,0.031825,2.031825,1.968175
559,0.017727,-0.000134,0.041548,0.059142,2.059142,1.940858
560,-0.098182,-0.000140,-0.271662,-0.369984,1.630016,2.369984
561,0.005455,-0.000140,0.242898,0.248212,2.248212,1.751788
562,0.035455,-0.000138,0.070313,0.105629,2.105629,1.894371
563,-0.027273,-0.000139,-0.147017,-0.174429,1.825571,2.174429
564,-0.064091,-0.000144,-0.086293,-0.150527,1.849473,2.150527
565,-0.002727,-0.000144,0.143821,0.140950,2.140950,1.859050
566,-0.031364,-0.000146,-0.067116,-0.098626,1.901374,2.098626
567,0.054545,-0.000142,0.201349,0.255753,2.255753,1.744247
568,-0.088636,-0.000148,-0.335582,-0.424367,1.575633,2.424367
569,0.004091,-0.000148,0.217330,0.221273,2.221273,1.778727
570,0.053182,-0.000144,0.115057,0.168094,2.168094,1.831906
571,-0.098182,-0.000151,-0.354759,-0.453091,1.546909,2.453091
572,-0.006818,-0.000151,0.214134,0.207164,2.207164,1.792836
573,-0.038182,-0.000153,-0.073509,-0.111844,1.888156,2.111844
574,-0.027273,-0.000155,0.025568,-0.001860,1.998140,2.001860
575,-0.013636,-0.000156,0.031960,0.018168,2.018168,1.981832
576,0.068182,-0.000152,0.191761,0.259792,2.259792,1.740208
577,-0.068182,-0.000156,-0.319602,-0.387940,1.612060,2.387940
578,0.049091,-0.000153,0.274858,0.323796,2.323796,1.676204
579,0.163636,-0.000142,0.268466,0.431960,2.431960,1.568040
580,-0.051818,-0.000146,-0.504972,-0.556936,1.443064,2.556936
581,0.021818,-0.000144,0.172585,0.194259,2.194259,1.805741
582,0.040909,-0.000142,0.044744,0.085512,2.085512,1.914488
583,-0.009545,-0.000142,-0.118253,-0.127941,1.872059,2.127941
584,-0.068182,-0.000147,-0.137429,-0.205758,1.794242,2.205758
585,-0.031364,-0.000149,0.086293,0.054780,2.054780,1.945220
586,0.117273,-0.000141,0.348366,0.465498,2.465498,1.534502
587,-0.113182,-0.000148,-0.540128,-0.653458,1.346542,2.653458
588,-0.004091,-0.000149,0.255682,0.251442,2.251442,1.748558
589,0.070909,-0.000144,0.175781,0.246546,2.246546,1.753454
590,-0.002727,-0.000144,-0.172585,-0.175457,1.824543,2.175457
591,-0.016364,-0.000145,-0.031960,-0.048469,1.951531,2.048469
592,-0.035455,-0.000148,-0.044744,-0.080347,1.919653,2.080347
593,0.076364,-0.000143,0.262074,0.338295,2.338295,1.661705
594,0.081818,-0.000138,0.012784,0.094465,2.094465,1.905535
595,-0.110455,-0.000145,-0.450639,-0.561238,1.438762,2.561238
596,0.031364,-0.000143,0.332386,0.363607,2.363607,1.636393
597,-0.083182,-0.000148,-0.268466,-0.351796,1.648204,2.351796
598,0.073636,-0.000143,0.367543,0.441036,2.441036,1.558964
599,0.038182,-0.000141,-0.083097,-0.045056,1.954944,2.045056
600,0.015000,-0.000140,-0.054332,-0.039472,1.960528,2.039472
601,0.028636,-0.000138,0.031960,0.060459,2.060459,1.939541
602,0.036818,-0.000136,0.019176,0.055859,2.055859,1.944141
